Customer ID,TotalRevenue,NumberOfOrders,TotalItems,AverageOrderValue,PurchaseFrequency
13916.0,1275.81,4,673,318.9525,4
13917.0,272.04,2,228,136.02,2
13918.0,1212.8400000000001,2,1140,606.4200000000001,2
13919.0,1360.68,4,1133,340.17,4
13920.0,1774.68,4,1772,443.67,4
13921.0,730.7,4,210,182.675,4
13922.0,865.2,3,467,288.40000000000003,3
13923.0,351.13,1,185,351.13,1
13924.0,1838.8500000000001,6,1575,306.475,6
13925.0,678.25,4,331,169.5625,4
13926.0,223.85000000000002,1,104,223.85000000000002,1
13927.0,708.26,2,463,354.13,2
13928.0,464.57,4,129,116.1425,4
13929.0,3494.1,11,1566,317.6454545454545,11
13930.0,337.34,2,274,168.67,2
13931.0,5257.38,11,3488,477.94363636363636,11
13932.0,307.4,1,72,307.4,1
13933.0,608.7900000000001,2,205,304.39500000000004,2
13934.0,922.1,1,390,922.1,1
13935.0,6116.92,3,2252,2038.9733333333334,3
13936.0,939.66,3,661,313.21999999999997,3
13937.0,880.13,2,587,440.065,2
13938.0,71.66,1,70,71.66,1
13939.0,1560.96,7,1608,222.99428571428572,7
13940.0,839.14,4,516,209.785,4
13941.0,10027.18,15,4782,668.4786666666666,15
13942.0,320.0,1,1000,320.0,1
13943.0,246.54,1,94,246.54,1
13944.0,200.43,1,153,200.43,1
13945.0,854.15,2,413,427.075,2
13946.0,1876.23,6,2847,312.705,6
13947.0,90.6,1,44,90.6,1
13948.0,548.76,4,248,137.19,4
13949.0,2427.32,6,2474,404.55333333333334,6
13950.0,745.06,4,323,186.265,4
13951.0,674.45,3,459,224.8166666666667,3
13952.0,12823.521,14,5947,915.9657857142857,14
13953.0,6640.68,12,5224,553.39,12
13954.0,439.92,2,150,219.96,2
13955.0,544.0699999999999,3,272,181.35666666666665,3
13956.0,1019.27,5,486,203.85399999999998,5
13957.0,458.25,3,157,152.75,3
13958.0,4709.2300000000005,8,2264,588.6537500000001,8
13959.0,1064.77,6,694,177.46166666666667,6
13960.0,230.22,2,142,115.11,2
13961.0,538.4,1,226,538.4,1
13962.0,362.8,3,160,120.93333333333334,3
13963.0,2860.57,17,2007,168.26882352941178,17
13964.0,438.9,2,228,219.45,2
13965.0,996.61,3,425,332.2033333333333,3
13966.0,384.26,1,760,384.26,1
13967.0,166.3,2,66,83.15,2
13968.0,123.66,1,174,123.66,1
13969.0,12973.460000000001,35,6640,370.67028571428574,35
13970.0,846.55,2,469,423.275,2
13971.0,4667.57,14,3084,333.3978571428571,14
13972.0,190.25,2,187,95.125,2
13973.0,264.7,1,109,264.7,1
13974.0,677.72,2,356,338.86,2
13975.0,5256.4,12,3884,438.0333333333333,12
13976.0,1192.36,4,452,298.09,4
13977.0,519.8100000000001,1,303,519.8100000000001,1
13978.0,196.79000000000002,2,315,98.39500000000001,2
13979.0,3379.93,7,2270,482.84714285714284,7
13980.0,768.82,5,463,153.764,5
13981.0,331.14,1,234,331.14,1
13982.0,3954.29,9,2478,439.36555555555555,9
13983.0,6753.89,21,3925,321.61380952380955,21
13984.0,1893.8,12,1301,157.81666666666666,12
13985.0,10020.86,22,4936,455.49363636363637,22
13986.0,320.46,1,430,320.46,1
13987.0,682.54,2,492,341.27,2
13988.0,4757.8,8,3385,594.725,8
13989.0,2026.06,5,2207,405.212,5
13990.0,311.3,1,190,311.3,1
13991.0,852.88,6,995,142.14666666666668,6
13992.0,219.5,3,154,73.16666666666667,3
13993.0,6775.71,19,2135,356.6163157894737,19
13994.0,2274.14,6,932,379.0233333333333,6
13995.0,3902.01,14,2359,278.71500000000003,14
13996.0,895.76,2,613,447.88,2
13997.0,376.46,3,143,125.48666666666666,3
13998.0,566.7,3,204,188.9,3
13999.0,9502.26,29,5043,327.6641379310345,29
14000.0,2046.3400000000001,5,1838,409.26800000000003,5
14001.0,4228.85,9,1779,469.87222222222226,9
14002.0,529.73,2,877,264.865,2
14003.0,209.41,1,149,209.41,1
14004.0,6258.45,11,3425,568.9499999999999,11
14005.0,2874.72,5,2478,574.944,5
14006.0,2196.67,7,2181,313.81,7
14007.0,79.48,1,16,79.48,1
14008.0,509.04,1,326,509.04,1
14009.0,1099.91,3,951,366.6366666666667,3
14010.0,445.15,2,177,222.575,2
14011.0,457.82,2,644,228.91,2
14012.0,328.8,1,160,328.8,1
14013.0,1084.57,5,775,216.914,5
14014.0,1948.21,3,2004,649.4033333333333,3
14015.0,917.34,1,378,917.34,1
14016.0,11403.41,11,5722,1036.6736363636364,11
14017.0,229.75,1,73,229.75,1
14018.0,367.15000000000003,1,224,367.15000000000003,1
14019.0,1421.61,3,1037,473.86999999999995,3
14020.0,1249.01,4,648,312.2525,4
14021.0,1716.58,7,878,245.22571428571428,7
14022.0,792.15,2,681,396.075,2
14023.0,584.07,2,345,292.035,2
14024.0,645.74,3,238,215.24666666666667,3
14025.0,4057.9,8,1914,507.2375,8
14026.0,713.11,2,427,356.555,2
14027.0,104.82,1,62,104.82,1
14028.0,10396.5,3,7170,3465.5,3
14029.0,467.66,2,198,233.83,2
14030.0,7521.8,20,4215,376.09000000000003,20
14031.0,39019.51,44,13783,886.8070454545455,44
14032.0,4546.41,16,3740,284.150625,16
14033.0,109.44,1,576,109.44,1
14034.0,648.89,3,420,216.29666666666665,3
14035.0,2794.75,9,1405,310.52777777777777,9
14036.0,626.65,1,268,626.65,1
14037.0,836.95,6,590,139.49166666666667,6
14038.0,3069.88,5,1708,613.976,5
14039.0,267.28000000000003,2,192,133.64000000000001,2
14040.0,12523.81,35,4972,357.82314285714284,35
14041.0,141.41,1,94,141.41,1
14042.0,431.98,1,180,431.98,1
14043.0,302.6,2,152,151.3,2
14044.0,3077.7,10,2100,307.77,10
14045.0,10986.63,16,4459,686.664375,16
14046.0,154.99,1,460,154.99,1
14047.0,3968.11,14,1541,283.43642857142856,14
14048.0,748.69,3,467,249.56333333333336,3
14049.0,13023.4,13,8480,1001.8,13
14050.0,746.36,2,689,373.18,2
14051.0,21770.98,37,5709,588.4048648648649,37
14052.0,466.66,2,174,233.33,2
14053.0,572.3,4,490,143.075,4
14054.0,92.46,1,62,92.46,1
14055.0,1520.96,3,720,506.9866666666667,3
14056.0,8152.71,23,4252,354.46565217391304,23
14057.0,8346.66,22,6438,379.39363636363635,22
14058.0,469.19,2,211,234.595,2
14059.0,183.6,1,128,183.6,1
14060.0,8898.24,30,7419,296.608,30
14061.0,917.4300000000001,3,133,305.81,3
14062.0,25585.65,24,12794,1066.0687500000001,24
14063.0,22710.2,9,3850,2523.355555555556,9
14064.0,3260.24,15,3911,217.3493333333333,15
14065.0,891.02,3,582,297.00666666666666,3
14066.0,152.55,1,45,152.55,1
14067.0,374.7,2,361,187.35,2
14068.0,1516.72,4,510,379.18,4
14069.0,225.81,2,58,112.905,2
14070.0,321.6,1,85,321.6,1
14071.0,1437.57,8,994,179.69625,8
14072.0,390.85,1,65,390.85,1
14073.0,151.04,1,130,151.04,1
14074.0,219.39999999999998,1,228,219.39999999999998,1
14075.0,1734.87,6,1494,289.145,6
14076.0,118.67,1,79,118.67,1
14077.0,615.0799999999999,6,376,102.51333333333332,6
14078.0,1553.47,9,586,172.60777777777778,9
14079.0,618.73,2,302,309.365,2
14080.0,1115.68,5,268,223.13600000000002,5
14081.0,4867.57,10,3381,486.75699999999995,10
14082.0,413.36,2,246,206.68,2
14083.0,1082.19,11,760,98.3809090909091,11
14084.0,150.5,1,306,150.5,1
14085.0,9720.67,33,6434,294.5657575757576,33
14086.0,39.95,1,1,39.95,1
14087.0,829.47,3,718,276.49,3
14088.0,64036.8,16,15276,4002.3,16
14089.0,158.75,1,133,158.75,1
14090.0,76.32000000000001,1,72,76.32000000000001,1
14091.0,9530.08,2,3316,4765.04,2
14092.0,7229.45,24,3606,301.2270833333333,24
14093.0,433.86,1,391,433.86,1
14094.0,311.77,1,158,311.77,1
14095.0,2.95,1,1,2.95,1
14096.0,65164.79,17,16352,3833.2229411764706,17
14097.0,422.85999999999996,2,352,211.42999999999998,2
14098.0,147.35,1,104,147.35,1
14099.0,5750.91,20,3666,287.5455,20
14100.0,191.95000000000002,1,63,191.95000000000002,1
14101.0,9961.93,13,10542,766.3023076923077,13
14102.0,1105.8799999999999,5,769,221.176,5
14104.0,743.53,5,496,148.706,5
14105.0,5988.83,5,3534,1197.766,5
14106.0,214.79999999999998,1,24,214.79999999999998,1
14107.0,4877.3,11,3489,443.39090909090913,11
14108.0,1044.96,4,660,261.24,4
14109.0,144.2,1,88,144.2,1
14110.0,12987.95,33,5825,393.57424242424247,33
14111.0,692.85,4,458,173.2125,4
14112.0,5834.59,13,3539,448.8146153846154,13
14113.0,7092.610000000001,16,3439,443.28812500000004,16
14114.0,1364.09,7,650,194.86999999999998,7
14115.0,622.6700000000001,2,509,311.33500000000004,2
14116.0,1382.74,5,707,276.548,5
14117.0,90.0,1,72,90.0,1
14118.0,458.45,1,97,458.45,1
14119.0,183.37,2,177,91.685,2
14121.0,2780.15,4,2082,695.0375,4
14122.0,362.42,3,114,120.80666666666667,3
14123.0,436.18,1,234,436.18,1
14124.0,419.58000000000004,1,1618,419.58000000000004,1
14125.0,2720.63,3,1628,906.8766666666667,3
14126.0,1172.46,4,887,293.115,4
14127.0,1900.0800000000002,6,828,316.68,6
14128.0,924.21,3,814,308.07,3
14129.0,2591.34,9,1414,287.9266666666667,9
14130.0,1858.77,4,1215,464.6925,4
14131.0,168.22,1,105,168.22,1
14132.0,3586.0299999999997,11,3368,326.00272727272727,11
14133.0,911.14,4,398,227.785,4
14134.0,11123.35,15,5814,741.5566666666667,15
14135.0,8839.67,24,8534,368.31958333333336,24
14136.0,1570.81,5,1148,314.162,5
14137.0,332.7,1,462,332.7,1
14138.0,965.8800000000001,2,600,482.94000000000005,2
14139.0,1086.8,4,1049,271.7,4
14140.0,935.05,2,811,467.525,2
14141.0,915.13,4,355,228.7825,4
14142.0,671.34,2,518,335.67,2
14143.0,115.8,1,30,115.8,1
14144.0,30.599999999999998,1,12,30.599999999999998,1
14145.0,7600.05,7,1655,1085.7214285714285,7
14146.0,9450.3,12,5780,787.525,12
14147.0,2590.2,9,995,287.79999999999995,9
14148.0,466.29,2,223,233.145,2
14149.0,446.62,1,218,446.62,1
14150.0,658.64,2,496,329.32,2
14151.0,679.45,2,405,339.725,2
14152.0,1997.3400000000001,7,1844,285.3342857142857,7
14153.0,233.4,1,312,233.4,1
14154.0,6460.7,8,3222,807.5875,8
14155.0,118.75,1,25,118.75,1
14156.0,313437.62,156,164325,2009.2155128205127,156
14157.0,978.69,5,521,195.738,5
14158.0,507.66,1,781,507.66,1
14159.0,7860.8,20,6520,393.04,20
14160.0,8421.47,7,4661,1203.0671428571427,7
14161.0,2996.93,7,1480,428.1328571428571,7
14162.0,289.36,2,142,144.68,2
14163.0,2594.62,5,950,518.924,5
14164.0,1631.77,2,1033,815.885,2
14165.0,120.44,1,53,120.44,1
14166.0,251.15,2,82,125.575,2
14167.0,1274.29,8,340,159.28625,8
14168.0,370.45,2,147,185.225,2
14169.0,621.51,2,205,310.755,2
14170.0,570.18,3,270,190.05999999999997,3
14171.0,498.79,2,211,249.395,2
14172.0,369.02,3,78,123.00666666666666,3
14173.0,586.0,6,194,97.66666666666667,6
14174.0,134.46,1,94,134.46,1
14175.0,7678.88,8,3009,959.86,8
14176.0,756.46,5,265,151.292,5
14177.0,2209.69,13,1043,169.97615384615386,13
14178.0,1600.26,7,1494,228.60857142857142,7
14179.0,701.57,2,319,350.785,2
14180.0,6117.5,33,847,185.37878787878788,33
14181.0,308.35,2,120,154.175,2
14182.0,678.77,4,174,169.6925,4
14183.0,278.34000000000003,2,60,139.17000000000002,2
14184.0,452.89,1,127,452.89,1
14185.0,197.65,1,6,197.65,1
14186.0,1550.63,5,1550,310.12600000000003,5
14187.0,123.5,1,50,123.5,1
14188.0,2054.36,6,1162,342.3933333333334,6
14189.0,5503.15,16,4392,343.946875,16
14190.0,79.9,1,2,79.9,1
14191.0,4817.66,15,3724,321.1773333333333,15
14192.0,293.74,1,218,293.74,1
14193.0,1210.19,3,653,403.3966666666667,3
14194.0,18670.59,36,10037,518.6275,36
14195.0,2615.6,6,2144,435.93333333333334,6
14196.0,335.52,1,142,335.52,1
14197.0,390.05,1,143,390.05,1
14198.0,1569.73,9,623,174.41444444444446,9
14199.0,1091.7,4,254,272.925,4
14200.0,379.2,1,140,379.2,1
14201.0,1193.54,10,806,119.354,10
14202.0,847.76,3,166,282.58666666666664,3
14203.0,339.34,1,80,339.34,1
14204.0,1024.83,4,469,256.2075,4
14205.0,2414.2,9,1342,268.2444444444444,9
14206.0,1185.01,3,930,395.00333333333333,3
14207.0,157.8,1,36,157.8,1
14208.0,567.05,2,529,283.525,2
14209.0,4993.27,15,1739,332.8846666666667,15
14210.0,5556.570000000001,16,2511,347.28562500000004,16
14211.0,4402.29,18,2575,244.57166666666666,18
14212.0,2190.14,2,2046,1095.07,2
14213.0,1192.2,1,244,1192.2,1
14214.0,1004.38,5,751,200.876,5
14215.0,3250.33,9,2181,361.1477777777778,9
14216.0,2150.04,5,712,430.008,5
14217.0,3298.59,23,1230,143.41695652173914,23
14218.0,169.48000000000002,1,160,169.48000000000002,1
14219.0,633.83,3,363,211.27666666666667,3
14220.0,1515.0,4,468,378.75,4
14221.0,6517.49,17,3808,383.38176470588235,17
14222.0,683.17,1,607,683.17,1
14223.0,991.13,3,585,330.37666666666667,3
14224.0,1841.71,9,826,204.63444444444445,9
14225.0,2031.07,4,1167,507.7675,4
14226.0,2985.13,6,1714,497.5216666666667,6
14227.0,6368.71,15,4048,424.5806666666667,15
14228.0,745.5,3,260,248.5,3
14229.0,2594.04,7,934,370.57714285714286,7
14230.0,979.8000000000001,3,246,326.6,3
14231.0,1235.6200000000001,4,610,308.90500000000003,4
14232.0,2048.07,5,1941,409.61400000000003,5
14233.0,2904.27,7,1261,414.8957142857143,7
14234.0,754.12,4,951,188.53,4
14235.0,4717.99,9,3014,524.2211111111111,9
14236.0,1555.34,5,774,311.068,5
14237.0,471.14,2,238,235.57,2
14238.0,434.23,3,189,144.74333333333334,3
14239.0,4263.17,21,1729,203.00809523809525,21
14240.0,1247.49,3,655,415.83,3
14241.0,333.70000000000005,2,242,166.85000000000002,2
14242.0,280.55,2,123,140.275,2
14243.0,7217.75,17,3631,424.5735294117647,17
14244.0,366.41999999999996,1,814,366.41999999999996,1
14245.0,1693.45,2,976,846.725,2
14246.0,1474.06,3,804,491.3533333333333,3
14247.0,753.56,5,378,150.712,5
14248.0,1032.95,3,692,344.31666666666666,3
14249.0,5400.461,12,2383,450.0384166666667,12
14250.0,1904.05,3,1200,634.6833333333333,3
14251.0,2879.7000000000003,5,1674,575.94,5
14252.0,350.99,1,111,350.99,1
14253.0,363.40000000000003,2,88,181.70000000000002,2
14254.0,601.03,1,263,601.03,1
14255.0,1000.63,1,1,1000.63,1
14256.0,2460.79,5,1147,492.158,5
14257.0,5954.45,9,3332,661.6055555555555,9
14258.0,32051.34,25,17488,1282.0536,25
14259.0,120.0,1,68,120.0,1
14260.0,824.28,3,544,274.76,3
14261.0,1163.45,2,406,581.725,2
14262.0,2618.23,8,1645,327.27875,8
14263.0,322.93,1,171,322.93,1
14264.0,1517.3600000000001,6,553,252.89333333333335,6
14265.0,1373.35,4,715,343.3375,4
14266.0,40.56,1,24,40.56,1
14267.0,1516.24,3,530,505.41333333333336,3
14268.0,354.85,1,147,354.85,1
14269.0,295.73,1,123,295.73,1
14270.0,492.65000000000003,1,197,492.65000000000003,1
14271.0,214.18,2,148,107.09,2
14272.0,920.81,4,1097,230.2025,4
14273.0,559.97,4,264,139.9925,4
14274.0,256.6,1,178,256.6,1
14275.0,1189.3799999999999,6,538,198.23,6
14276.0,2102.68,7,1406,300.3828571428571,7
14277.0,17197.61,9,89806,1910.8455555555556,9
14278.0,205.83,1,131,205.83,1
14279.0,191.86,2,46,95.93,2
14280.0,134.04,1,52,134.04,1
14281.0,245.15,1,45,245.15,1
14282.0,7250.76,25,5166,290.0304,25
14283.0,628.4399999999999,4,550,157.10999999999999,4
14284.0,1299.65,3,510,433.2166666666667,3
14285.0,3284.42,8,954,410.5525,8
14286.0,8479.76,7,8795,1211.3942857142858,7
14287.0,176.63,3,261,58.876666666666665,3
14288.0,426.6,1,188,426.6,1
14289.0,911.26,6,292,151.87666666666667,6
14290.0,4516.56,8,1600,564.57,8
14291.0,7904.1,23,6146,343.6565217391304,23
14292.0,9226.25,16,3429,576.640625,16
14293.0,2903.01,9,1558,322.5566666666667,9
14294.0,375.34,1,190,375.34,1
14295.0,2362.91,5,1029,472.582,5
14296.0,456.40000000000003,2,314,228.20000000000002,2
14297.0,1305.33,4,865,326.3325,4
14298.0,91194.49,82,100272,1112.1279268292683,82
14299.0,14070.25,27,8136,521.1203703703703,27
14300.0,43.2,1,32,43.2,1
14301.0,1992.18,4,1686,498.045,4
14302.0,742.9000000000001,3,298,247.63333333333335,3
14303.0,277.94,2,218,138.97,2
14304.0,1725.01,3,775,575.0033333333333,3
14305.0,1858.96,3,1089,619.6533333333333,3
14306.0,3151.4,6,2065,525.2333333333333,6
14307.0,4287.92,10,2816,428.79200000000003,10
14308.0,1147.02,2,2,573.51,2
14309.0,3780.81,11,2583,343.71,11
14310.0,492.1,1,230,492.1,1
14311.0,516.45,2,235,258.225,2
14312.0,3090.29,11,1904,280.93545454545455,11
14314.0,229.8,2,332,114.9,2
14315.0,3197.82,8,1344,399.7275,8
14316.0,1370.34,5,4494,274.068,5
14317.0,508.58000000000004,1,255,508.58000000000004,1
14318.0,158.02,1,152,158.02,1
14319.0,494.85,1,329,494.85,1
14320.0,1346.75,5,713,269.35,5
14321.0,2218.06,7,3275,316.86571428571426,7
14322.0,474.1,4,158,118.525,4
14323.0,605.0600000000001,2,350,302.53000000000003,2
14324.0,701.61,2,402,350.805,2
14325.0,245.48000000000002,1,320,245.48000000000002,1
14326.0,940.98,3,572,313.66,3
14327.0,1894.93,6,1296,315.82166666666666,6
14328.0,445.05,1,1,445.05,1
14329.0,9887.62,15,5913,659.1746666666667,15
14330.0,200.63,1,103,200.63,1
14331.0,462.65999999999997,2,252,231.32999999999998,2
14332.0,1917.41,5,875,383.482,5
14333.0,415.2,1,58,415.2,1
14334.0,4318.48,12,2986,359.8733333333333,12
14335.0,454.86,2,375,227.43,2
14336.0,1614.91,4,1759,403.7275,4
14338.0,928.1,3,622,309.3666666666667,3
14339.0,620.27,2,456,310.135,2
14340.0,134.7,1,58,134.7,1
14341.0,4452.02,18,2813,247.33444444444447,18
14342.0,918.44,6,521,153.07333333333335,6
14343.0,1079.66,4,626,269.915,4
14344.0,2993.05,20,1546,149.6525,20
14345.0,108.97999999999999,1,50,108.97999999999999,1
14346.0,2315.75,5,1878,463.15,5
14347.0,82.6,1,48,82.6,1
14348.0,409.57,1,183,409.57,1
14349.0,133.5,1,86,133.5,1
14350.0,972.03,3,543,324.01,3
14351.0,51.0,1,12,51.0,1
14352.0,1078.96,4,538,269.74,4
14353.0,376.5,3,344,125.5,3
14354.0,163.62,2,210,81.81,2
14355.0,840.0500000000001,3,617,280.0166666666667,3
14356.0,701.23,2,277,350.615,2
14357.0,225.12,1,147,225.12,1
14358.0,400.06,2,338,200.03,2
14359.0,912.18,3,371,304.06,3
14360.0,2118.03,4,1139,529.5075,4
14361.0,214.70999999999998,1,251,214.70999999999998,1
14362.0,151.5,1,96,151.5,1
14363.0,227.47000000000003,2,105,113.73500000000001,2
14364.0,3717.35,8,1967,464.66875,8
14365.0,634.68,2,557,317.34,2
14366.0,136.0,1,16,136.0,1
14367.0,9227.82,16,4426,576.73875,16
14368.0,155.0,1,36,155.0,1
14369.0,469.13,2,255,234.565,2
14370.0,1175.78,6,266,195.96333333333334,6
14371.0,100.5,1,34,100.5,1
14372.0,860.08,2,378,430.04,2
14373.0,76.55,1,17,76.55,1
14374.0,108.0,1,20,108.0,1
14375.0,1106.82,3,647,368.94,3
14376.0,215.46,1,50,215.46,1
14377.0,617.05,2,219,308.525,2
14378.0,131.25,1,57,131.25,1
14379.0,1265.16,4,712,316.29,4
14380.0,48.96,1,1,48.96,1
14381.0,625.9399999999999,2,449,312.96999999999997,2
14382.0,1193.6299999999999,2,1667,596.8149999999999,2
14383.0,1247.69,3,817,415.8966666666667,3
14384.0,58.5,1,30,58.5,1
14385.0,202.11,3,159,67.37,3
14386.0,142.4,1,54,142.4,1
14387.0,1727.6,3,795,575.8666666666667,3
14388.0,6388.2,16,4190,399.2625,16
14389.0,1898.01,5,1388,379.602,5
14390.0,6150.03,13,2830,473.0792307692308,13
14391.0,135.6,1,168,135.6,1
14392.0,266.4,1,114,266.4,1
14393.0,67.95,1,13,67.95,1
14394.0,93.8,1,58,93.8,1
14395.0,7801.93,20,3872,390.0965,20
14396.0,1969.38,7,959,281.34000000000003,7
14397.0,2612.96,19,1890,137.52421052631578,19
14398.0,707.79,2,267,353.895,2
14399.0,2108.21,8,965,263.52625,8
14400.0,1732.47,3,1706,577.49,3
14401.0,6795.9,22,6401,308.9045454545454,22
14402.0,285.6,1,240,285.6,1
14403.0,1880.51,6,737,313.41833333333335,6
14404.0,2724.13,13,1577,209.54846153846154,13
14405.0,195.0,1,100,195.0,1
14406.0,156.75,1,77,156.75,1
14407.0,2157.73,6,1415,359.62166666666667,6
14408.0,4102.27,11,2438,372.9336363636364,11
14409.0,3427.29,9,2233,380.81,9
14410.0,2631.9,11,1369,239.26363636363638,11
14411.0,1063.0,1,196,1063.0,1
14412.0,1426.19,3,1428,475.3966666666667,3
14413.0,764.52,4,277,191.13,4
14414.0,2399.33,8,2877,299.91625,8
14415.0,11980.09,23,6263,520.8734782608695,23
14416.0,490.22,2,326,245.11,2
14417.0,524.65,1,543,524.65,1
14418.0,1937.25,3,1711,645.75,3
14419.0,1254.64,7,552,179.23428571428573,7
14420.0,1639.17,4,1120,409.7925,4
14421.0,2469.37,6,1342,411.56166666666667,6
14422.0,10271.52,19,6067,540.6063157894737,19
14423.0,916.6099999999999,3,419,305.53666666666663,3
14424.0,322.08,1,48,322.08,1
14425.0,661.39,3,325,220.46333333333334,3
14426.0,11727.94,17,7023,689.8788235294118,17
14427.0,1263.52,4,538,315.88,4
14428.0,1224.06,5,428,244.81199999999998,5
14429.0,516.28,1,286,516.28,1
14430.0,1220.9,3,446,406.9666666666667,3
14431.0,2614.2,4,1202,653.55,4
14432.0,2248.5,6,2013,374.75,6
14433.0,280.7,1,131,280.7,1
14434.0,1372.8,6,368,228.79999999999998,6
14435.0,90.42,1,282,90.42,1
14436.0,271.70000000000005,2,297,135.85000000000002,2
14437.0,873.34,5,420,174.668,5
14438.0,131.9,1,82,131.9,1
14439.0,9443.04,5,2244,1888.6080000000002,5
14440.0,5982.03,13,1605,460.1561538461538,13
14441.0,4611.6900000000005,11,1260,419.2445454545455,11
14442.0,5367.0199999999995,7,1431,766.7171428571428,7
14443.0,2082.97,5,1357,416.59399999999994,5
14444.0,120.44,1,172,120.44,1
14445.0,221.65,1,83,221.65,1
14446.0,1200.28,5,1091,240.05599999999998,5
14447.0,1711.73,6,913,285.28833333333336,6
14448.0,375.35,2,104,187.675,2
14449.0,2230.96,8,1604,278.87,8
14450.0,1128.44,7,522,161.2057142857143,7
14451.0,3258.68,12,1737,271.5566666666667,12
14452.0,658.95,4,285,164.7375,4
14453.0,119.93,1,49,119.93,1
14454.0,977.3,5,400,195.45999999999998,5
14455.0,617.72,4,706,154.43,4
14456.0,3017.28,9,2885,335.25333333333333,9
14457.0,113.64,1,88,113.64,1
14458.0,228.07,1,317,228.07,1
14459.0,5375.741,2,2303,2687.8705,2
14460.0,1093.5,9,1879,121.5,9
14461.0,6676.91,13,3005,513.6084615384615,13
14462.0,2242.81,12,1063,186.90083333333334,12
14463.0,786.5699999999999,4,210,196.64249999999998,4
14464.0,111.0,2,62,55.5,2
14465.0,3925.85,11,2539,356.8954545454545,11
14466.0,4267.15,13,2507,328.2423076923077,13
14467.0,2203.2400000000002,12,1187,183.60333333333335,12
14468.0,204.24,1,164,204.24,1
14469.0,2093.46,4,973,523.365,4
14470.0,712.04,3,282,237.34666666666666,3
14471.0,400.95,2,187,200.475,2
14472.0,2118.72,9,1271,235.4133333333333,9
14473.0,234.34000000000003,2,88,117.17000000000002,2
14474.0,1258.8899999999999,2,448,629.4449999999999,2
14475.0,1151.15,4,541,287.7875,4
14476.0,193.0,1,110,193.0,1
14477.0,1969.6,7,1120,281.37142857142857,7
14478.0,1276.66,4,1226,319.165,4
14479.0,1124.71,4,562,281.1775,4
14480.0,1299.52,4,670,324.88,4
14481.0,2284.69,5,1568,456.938,5
14482.0,4306.72,12,2869,358.8933333333334,12
14483.0,257.1,2,193,128.55,2
14484.0,1070.98,4,744,267.745,4
14485.0,162.8,1,70,162.8,1
14486.0,175.5,2,90,87.75,2
14487.0,1266.27,7,761,180.8957142857143,7
14488.0,1064.28,1,799,1064.28,1
14489.0,1574.93,4,1011,393.7325,4
14490.0,1273.47,2,933,636.735,2
14491.0,340.93,2,139,170.465,2
14492.0,1921.91,7,751,274.55857142857144,7
14493.0,5087.86,10,3148,508.78599999999994,10
14494.0,401.46,3,210,133.82,3
14495.0,174.8,3,68,58.26666666666667,3
14496.0,2363.89,7,905,337.6985714285714,7
14497.0,697.0600000000001,2,332,348.53000000000003,2
14498.0,3900.83,10,2120,390.08299999999997,10
14499.0,2101.79,7,1231,300.2557142857143,7
14500.0,356.85,3,117,118.95,3
14501.0,251.21,2,161,125.605,2
14502.0,2429.83,11,1480,220.89363636363635,11
14503.0,3543.26,6,2004,590.5433333333334,6
14504.0,673.26,4,308,168.315,4
14505.0,11879.08,19,5325,625.2147368421053,19
14506.0,2960.25,7,936,422.89285714285717,7
14507.0,3216.7400000000002,11,1491,292.4309090909091,11
14508.0,822.92,5,347,164.584,5
14509.0,110.95,1,38,110.95,1
14510.0,979.85,3,793,326.6166666666667,3
14511.0,1314.81,5,784,262.962,5
14512.0,1215.97,7,736,173.71,7
14513.0,788.01,6,593,131.335,6
14514.0,4380.04,9,2362,486.6711111111111,9
14515.0,3724.06,12,1893,310.3383333333333,12
14516.0,151.17,1,63,151.17,1
14517.0,330.45,2,91,165.225,2
14518.0,174.37,1,278,174.37,1
14519.0,203.14,2,81,101.57,2
14520.0,270.6,2,146,135.3,2
14521.0,199.45000000000002,1,211,199.45000000000002,1
14522.0,1748.42,8,956,218.5525,8
14523.0,241.09,1,251,241.09,1
14524.0,2909.86,13,1169,223.8353846153846,13
14525.0,8026.54,17,5106,472.14941176470586,17
14526.0,258.65,1,178,258.65,1
14527.0,27246.88,122,6647,223.3350819672131,122
14528.0,364.21999999999997,1,278,364.21999999999997,1
14529.0,578.61,3,325,192.87,3
14530.0,6088.87,16,2989,380.554375,16
14531.0,376.34,1,260,376.34,1
14532.0,3845.78,11,1111,349.61636363636364,11
14533.0,3466.37,11,6038,315.12454545454545,11
14534.0,6187.66,26,2822,237.98692307692306,26
14535.0,5973.2300000000005,9,3214,663.6922222222223,9
14536.0,170.95,1,39,170.95,1
14537.0,641.4,2,228,320.7,2
14538.0,1370.8400000000001,5,284,274.168,5
14539.0,537.48,2,428,268.74,2
14540.0,3709.64,11,1595,337.24,11
14541.0,2491.38,14,1123,177.9557142857143,14
14542.0,103.25,1,19,103.25,1
14543.0,14587.87,39,2639,374.0479487179487,39
14544.0,2938.53,3,2412,979.5100000000001,3
14545.0,349.25,1,236,349.25,1
14546.0,5184.84,11,2688,471.34909090909093,11
14547.0,3974.75,8,2639,496.84375,8
14548.0,2541.29,9,986,282.36555555555555,9
14549.0,913.6,4,394,228.4,4
14550.0,1345.06,4,771,336.265,4
14551.0,878.09,7,486,125.44142857142857,7
14552.0,507.93,3,258,169.31,3
